4
1394
178;115
177;115
177;116
178;116
179;116
178;116
178;117
177;117
176;117
177;117
178;117
179;117
180;117
179;117
179;118
178;118
177;118
176;118
177;118
178;118
179;118
180;118
179;118
179;119
178;119
177;119
176;119
177;119
178;119
179;119
180;119
179;119
179;120
178;120
177;120
176;120
177;120
178;120
179;120
180;120
179;120
179;121
178;121
177;121
176;121
177;121
178;121
179;121
180;121
179;121
179;122
178;122
177;122
176;122
177;122
178;122
179;122
180;122
179;122
179;123
178;123
177;123
176;123
177;123
178;123
179;123
180;123
179;123
179;124
178;124
177;124
176;124
177;124
178;124
179;124
180;124
179;124
179;125
178;125
177;125
176;125
177;125
178;125
179;125
180;125
179;125
179;126
178;126
177;126
176;126
175;126
176;126
177;126
178;126
179;126
178;126
178;127
177;127
176;127
175;127
176;127
177;127
178;127
179;127
178;127
178;128
177;128
176;128
175;128
176;128
177;128
178;128
179;128
178;128
178;129
177;129
176;129
175;129
176;129
177;129
178;129
179;129
178;129
178;130
177;130
176;130
175;130
176;130
177;130
178;130
179;130
178;130
178;131
177;131
176;131
175;131
176;131
177;131
178;131
179;131
178;131
178;132
177;132
176;132
175;132
176;132
177;132
178;132
179;132
178;132
178;133
177;133
176;133
175;133
174;133
175;133
176;133
177;133
178;133
177;133
177;134
176;134
175;134
174;134
175;134
176;134
177;134
178;134
177;134
177;135
176;135
175;135
174;135
175;135
176;135
177;135
178;135
177;135
177;136
176;136
175;136
174;136
175;136
176;136
177;136
178;136
177;136
177;137
176;137
175;137
174;137
175;137
176;137
177;137
178;137
177;137
177;138
176;138
175;138
174;138
175;138
176;138
177;138
178;138
177;138
177;139
176;139
175;139
174;139
175;139
176;139
177;139
178;139
177;139
177;140
176;140
175;140
174;140
173;140
174;140
175;140
176;140
177;140
176;140
176;141
175;141
174;141
173;141
174;141
175;141
176;141
177;141
176;141
176;142
175;142
174;142
173;142
174;142
175;142
176;142
177;142
176;142
176;143
175;143
174;143
173;143
174;143
175;143
176;143
177;143
176;143
176;144
175;144
174;144
173;144
174;144
175;144
176;144
177;144
176;144
176;145
175;145
174;145
173;145
174;145
175;145
176;145
177;145
176;145
176;146
175;146
174;146
173;146
172;146
173;146
174;146
175;146
176;146
175;146
175;147
174;147
173;147
172;147
173;147
174;147
175;147
176;147
175;147
175;148
174;148
173;148
172;148
173;148
174;148
175;148
176;148
175;148
175;149
174;149
173;149
172;149
173;149
174;149
175;149
176;149
175;149
175;150
174;150
173;150
172;150
173;150
174;150
175;150
176;150
175;150
175;151
174;151
173;151
172;151
173;151
174;151
175;151
176;151
175;151
175;152
174;152
173;152
172;152
173;152
174;152
175;152
176;152
175;152
175;153
174;153
173;153
172;153
171;153
172;153
173;153
174;153
175;153
174;153
174;154
173;154
172;154
171;154
172;154
173;154
174;154
175;154
174;154
174;155
173;155
172;155
171;155
172;155
173;155
174;155
175;155
174;155
174;156
173;156
172;156
171;156
172;156
173;156
174;156
175;156
174;156
174;157
173;157
172;157
171;157
172;157
173;157
174;157
175;157
174;157
174;158
173;158
172;158
171;158
170;158
171;158
172;158
173;158
